id,win,item1,item2,item3,item4,item5,item6,trinket,kills,deaths,assists,largestkillingspree,largestmultikill,killingsprees,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,legendarykills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgselfmit,dmgtoobj,dmgtoturrets,visionscore,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,goldearned,goldspent,turretkills,inhibkills,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills,totcctimedealt,champlvl,pinksbought,wardsbought,wardsplaced,wardskilled,firstblood
111,0,1038,3134,3047,1055,0,0,3340,4,2,1,3,1,1,425,0,0,0,0,0,39164,2158,36962,44,0,6930,374,6555,0,485,1,0,0,0,0,0,8049,1700,5601,747,5135,4200,0,0,92,0,0,0,28,10,0,0,6,0,0
112,0,1082,2003,0,0,0,0,3340,0,1,0,0,0,0,412,0,0,0,0,0,1542,942,600,0,0,262,262,0,0,0,0,0,0,0,0,0,997,573,368,56,2147,500,0,0,6,0,0,0,0,3,0,0,0,0,0
113,0,1419,1001,0,0,0,1033,3340,1,5,2,0,1,0,205,0,0,0,0,0,47219,12633,26117,8468,0,4538,2076,1899,562,7037,1,0,0,0,0,0,13299,3398,9608,292,3875,3575,0,0,5,39,21,18,106,8,0,0,4,0,0
114,1,1001,1056,3146,3100,2010,2055,3340,7,0,1,7,2,1,0,2,0,0,0,0,62883,48115,13299,1467,0,7820,5693,1729,398,2646,1,0,0,0,0,0,6107,1203,4679,224,8205,7750,4,1,107,0,0,0,179,10,2,0,5,0,0
115,1,1001,3508,2003,1042,0,0,3340,0,1,2,0,0,0,658,0,0,0,0,0,34656,0,34440,216,0,4927,0,4927,0,791,2,0,0,0,0,0,4523,292,4231,0,4784,4350,0,0,78,0,0,0,5,7,0,0,1,0,0
116,1,3302,2049,2010,3047,3801,0,3340,0,1,2,0,0,0,656,0,0,0,0,0,6069,1386,4594,87,0,1264,696,568,0,1070,4,0,0,0,0,0,4871,643,4227,0,3613,3250,0,0,11,0,0,0,20,7,0,0,6,0,0
117,1,3047,3024,2033,3057,1028,0,3340,2,3,2,2,1,1,276,0,0,0,0,0,24405,5088,18821,495,0,4229,1655,2574,0,0,0,0,0,0,0,0,8517,1217,6979,320,5307,4125,1,0,63,0,0,0,45,9,1,0,3,0,0
118,1,3047,1419,1043,0,0,0,3340,2,2,0,0,1,0,440,0,0,0,0,0,55780,464,49199,6117,0,2298,0,1601,697,3412,1,0,0,0,0,0,7862,1415,6429,18,5469,4725,0,0,10,47,30,17,206,9,0,0,3,0,1
119,0,3022,3031,3047,0,3046,0,3363,8,7,8,3,2,3,723,2,0,0,0,0,107069,7487,98598,983,480,14940,1501,13013,425,2748,1,0,0,0,0,0,19989,9088,10079,822,10966,10875,0,0,162,10,2,8,243,14,1,0,10,1,0
120,0,1038,1036,3031,3006,3046,1053,3340,6,7,6,3,1,1,385,0,0,0,0,0,144595,473,142089,2032,815,21144,144,20483,516,1800,4,0,0,0,0,0,18667,6099,12439,128,11763,10450,0,0,165,22,9,13,363,14,0,0,5,0,0
121,0,1401,2031,3111,3742,3194,1029,3340,4,4,15,3,1,1,593,0,0,0,0,0,112611,79605,22445,10561,459,16012,11895,2498,1619,13051,1,0,0,0,0,0,31901,10108,21111,682,10121,10025,0,0,42,74,64,10,776,14,2,0,9,3,0
122,0,3157,2033,3158,3100,3027,0,3340,6,10,7,0,1,0,284,0,0,0,0,0,83716,59515,23819,382,0,13708,11078,2247,382,2424,1,0,0,0,0,0,24121,9693,13899,528,10788,10350,1,0,155,9,5,4,77,14,2,0,11,0,0
123,0,2301,3158,3114,3504,3801,0,3364,1,6,13,0,1,0,372,0,0,0,0,0,16025,10205,5820,0,0,5180,3234,1946,0,5961,10,0,0,0,0,0,18610,9420,8983,206,7823,7225,0,0,7,0,0,0,153,12,1,0,14,3,0
124,1,3107,3069,0,3117,3050,0,3340,2,5,21,0,1,0,832,0,0,0,0,0,23279,16562,5752,964,221,8897,7073,1110,714,6743,6,0,0,0,0,0,14264,4195,8693,1376,9436,7925,0,0,11,1,1,0,110,13,1,0,13,0,0
125,1,1055,3508,3047,2031,3085,3031,3363,9,3,11,4,1,2,741,0,0,0,0,0,156541,0,155423,1118,845,28885,0,28729,156,1850,1,0,0,0,0,0,16449,4641,11562,245,13047,11150,1,0,192,6,5,1,149,14,0,0,3,0,0
126,1,3102,3157,1052,3020,3100,1056,3340,17,8,5,4,3,6,490,2,1,0,0,0,101277,78412,22011,854,380,33790,27350,5586,854,2885,1,0,0,0,0,0,22214,8721,12263,1230,13099,11335,2,0,124,7,6,1,288,14,0,0,7,3,1
127,1,3153,3748,0,0,3111,1419,3340,5,4,9,3,1,1,846,0,0,0,0,0,158455,34662,111847,11946,0,10949,4810,5496,642,16549,1,0,0,0,0,0,30606,5349,24798,458,12000,10775,2,0,61,82,43,39,467,15,0,0,8,4,0
128,1,3068,3077,1036,3047,3091,1028,3340,1,5,19,0,1,0,576,0,0,0,0,0,77042,24578,52464,0,0,10799,4219,6580,0,2508,1,0,0,0,0,0,19953,6601,12717,633,10205,9525,3,1,138,13,3,10,237,15,5,0,16,3,0
129,1,3153,3748,0,3053,3111,1419,3340,13,3,3,5,2,3,711,2,0,0,0,0,192002,44583,131982,15436,0,20388,6978,12379,1030,20123,1,0,0,0,0,0,36445,8148,27986,309,14725,13375,1,0,63,82,43,39,520,16,0,0,10,1,1
130,1,3009,3401,3107,3512,3751,1031,3340,3,3,25,2,1,1,689,0,0,0,0,0,39459,21341,10834,7283,0,11122,9224,1898,0,18527,7,0,0,0,0,0,31358,7171,21234,2952,12786,10325,0,0,63,1,0,1,188,16,1,0,11,0,0
131,1,1057,3078,3047,1011,3065,1031,3340,4,9,8,3,2,1,566,1,0,0,0,0,82924,2981,79366,576,0,19920,2981,16573,366,11053,1,0,0,0,0,0,37762,12912,23257,1592,11477,10903,0,1,103,4,1,3,295,15,0,0,4,0,0
132,1,3027,3157,3040,3089,3020,1026,3340,13,7,8,5,2,3,559,1,0,0,0,0,162289,148742,12596,950,1241,33203,31857,395,950,9839,1,0,0,0,0,0,29901,16259,12526,1115,15687,15200,1,1,176,24,11,13,2577,17,0,0,13,0,0
133,1,3031,3006,3072,3087,3086,1042,3340,12,5,7,4,2,4,668,2,0,0,0,0,229186,63559,162151,3476,1020,30669,3364,26521,784,1744,3,0,0,0,0,0,22033,7007,14131,894,16421,12850,7,1,217,23,8,15,452,17,0,0,7,1,0
134,0,3165,3020,3157,1052,3102,0,3363,7,12,7,3,1,2,480,0,0,0,0,0,131167,123908,7119,139,0,32603,30763,1840,0,2090,1,0,0,0,0,0,26997,13228,13051,718,11396,11860,0,0,162,6,6,0,127,15,1,0,10,0,0
135,0,1055,3006,3031,3035,3094,1042,3340,1,14,7,0,1,0,304,0,0,0,0,0,123510,2999,120238,273,1171,18397,1476,16696,224,3718,4,0,0,0,0,0,22967,8860,14005,102,10114,9400,0,0,164,6,0,6,91,14,0,0,11,0,0
136,0,3092,3107,2045,3117,3191,2031,3340,4,6,9,3,1,1,451,0,0,0,0,0,47025,38385,7561,1078,0,14192,10989,2732,469,2515,1,0,0,0,0,0,21686,8173,13129,384,10016,8150,0,0,35,1,0,1,427,14,0,0,25,0,0
137,0,3047,3071,3053,3742,3211,3067,3340,9,10,5,3,2,3,276,1,0,0,0,0,153299,0,147696,5603,0,36884,0,31537,5346,3998,1,0,0,0,0,0,41366,17594,22626,1146,12859,12150,1,0,202,6,6,0,268,16,0,0,7,0,0
138,0,1413,3001,3111,3025,1031,1028,3340,6,3,7,3,2,2,1002,1,0,0,0,0,121840,44269,68664,8906,0,10444,3716,5903,824,6662,1,0,0,0,0,0,22922,8008,14133,780,10956,10710,0,0,38,88,46,42,571,14,1,0,10,1,0
139,1,0,0,1036,3111,1419,3053,3340,4,2,4,2,1,1,577,0,0,0,0,0,104914,27859,66931,10124,0,6715,3297,2696,722,12967,1,0,0,0,0,0,20183,1291,18499,391,8037,6825,0,0,41,63,26,37,563,12,0,0,7,0,0
140,1,1054,3078,3133,3047,0,0,3340,3,5,2,2,1,1,446,0,0,0,0,0,47354,189,47165,0,0,8639,189,8449,0,1647,1,0,0,0,0,0,14736,527,11162,3046,6664,6508,2,1,72,0,0,0,15,10,1,0,8,1,0
141,1,3085,3031,3006,1055,2003,0,3363,5,1,6,5,1,1,250,0,0,0,0,0,96873,346,95183,1344,1316,12460,267,11828,364,2556,2,0,0,0,0,0,9439,1685,7729,24,9355,7775,1,0,154,7,7,0,159,12,1,0,6,0,0
142,1,2301,3158,3107,1029,1033,0,3364,2,2,6,2,1,1,945,0,0,0,0,0,9227,5534,3350,342,0,5328,3728,1257,342,1417,3,0,0,0,0,0,6965,966,4906,1092,6285,6175,0,0,1,0,0,0,59,10,1,0,12,1,0
143,1,3145,3157,2003,3158,1056,3100,3363,11,2,4,9,2,2,705,1,0,0,0,0,75176,53953,20502,720,389,15340,10670,3949,720,1308,1,0,0,0,0,0,11880,2001,9084,793,10079,9175,1,0,126,2,1,1,214,13,1,0,6,2,0
144,0,3071,2003,1036,3047,3052,1036,3340,6,6,0,2,2,2,326,1,0,0,0,0,84488,229,80285,3973,0,16480,41,12606,3833,1363,1,0,0,0,0,0,17783,5957,11027,798,8117,6925,0,0,170,5,5,0,114,13,1,0,10,2,0
145,0,1413,3193,3077,2031,0,1001,3341,1,1,5,0,1,0,610,0,0,0,0,0,105052,30799,46028,28224,0,4077,2798,1227,52,8783,4,0,0,0,0,0,15567,3704,11474,388,7340,6850,0,0,30,91,58,33,421,12,1,0,3,2,1
146,0,3153,3133,0,1042,1001,1055,3340,1,2,1,0,1,0,701,0,0,0,0,0,64371,2751,61619,0,0,8505,832,7672,0,2071,3,0,0,0,0,0,11200,2606,8110,484,6506,5950,0,0,146,0,0,0,10,10,0,0,7,0,0
147,0,1055,3078,2031,0,1001,0,3340,4,10,1,0,1,0,292,0,0,0,0,0,33567,229,29513,3824,0,7317,229,5623,1464,454,1,0,0,0,0,0,17863,6062,11426,374,6105,4808,0,0,73,1,1,0,140,10,1,0,8,1,0
148,0,3301,2031,3117,3504,0,0,3340,0,6,5,0,0,0,614,0,0,0,0,0,11474,9237,2237,0,0,1980,1376,603,0,552,7,0,0,0,0,0,8931,1895,6931,104,4863,3850,0,0,4,1,1,0,108,10,0,0,7,0,0
149,1,3198,3135,3116,3020,3102,0,3340,5,8,7,2,1,1,345,0,0,0,0,0,145823,131896,13927,0,0,18851,18422,429,0,2210,1,12197,6686,2714,19,0,17856,6509,8927,2419,13449,12600,2,1,195,9,7,2,367,16,0,0,13,2,1
150,1,3190,3107,2301,2055,3158,1029,3364,1,3,12,0,1,0,676,0,0,0,0,0,35173,26846,7860,465,112,12017,8637,2913,465,6883,7,7620,3208,740,64,0,15502,4915,9465,1121,10756,8600,0,1,20,1,0,1,242,15,8,0,27,4,0
151,1,3139,3031,3087,3046,3006,1036,3340,9,5,4,5,2,2,873,3,0,0,0,0,184808,44030,129114,11664,906,27125,2584,20443,4096,5670,2,9259,9384,6024,20,0,22296,7819,12215,2261,15267,14325,1,1,239,21,9,12,133,17,1,0,7,1,0
152,1,1054,3065,3748,3742,3071,3047,3340,9,2,6,6,3,2,775,1,1,0,0,0,189104,0,182601,6503,0,26457,0,21442,5015,6465,1,44543,9543,9543,30,0,38363,9127,24706,4529,16288,14300,4,0,288,0,0,0,342,18,2,0,17,2,0
153,1,3748,3153,3053,0,3111,1419,3340,4,6,2,2,2,2,744,1,0,0,0,0,204633,41863,151708,11062,0,10260,4540,5324,396,19658,1,19935,18447,4236,19,0,39683,7264,30082,2336,13830,13375,3,0,67,123,65,58,1016,16,0,0,11,0,0
154,0,3098,3222,3107,3190,3158,2049,3364,2,3,12,2,1,1,1321,0,0,0,0,0,28712,20819,6654,1239,0,11643,8344,2058,1239,2939,3,13978,1003,1003,62,0,16612,6193,9295,1123,9938,9325,1,0,20,0,0,0,138,14,1,0,26,6,0
155,0,3165,3020,1026,3151,3285,1052,3340,9,4,7,5,2,2,974,1,0,0,0,0,182885,113138,19183,50563,0,27441,19045,2476,5919,2810,1,8776,2258,1517,16,0,18594,5577,11190,1826,14574,12660,1,0,245,5,0,5,143,17,1,0,11,0,0
156,0,3068,1011,3047,3742,3801,1028,3340,2,6,4,0,1,0,715,0,0,0,0,0,110099,20794,85859,3445,0,12698,1847,8893,1957,753,1,29620,5322,0,27,0,32721,6070,21641,5008,10147,9925,0,0,158,1,0,1,100,16,1,0,14,2,0
157,0,3074,3047,1412,3133,1053,1037,3340,4,10,5,2,1,1,385,0,0,0,0,0,161277,6082,143617,11578,0,15108,2417,12015,676,10582,1,18782,13395,767,10,0,34914,11484,22505,924,10816,10250,0,0,32,107,79,28,472,15,0,0,6,0,0
158,0,3153,3087,3006,3036,3026,0,3340,7,5,6,4,1,2,1093,0,0,0,0,0,124679,15402,102922,6354,556,26103,1704,21522,2876,3964,2,11987,4142,3534,17,0,22885,7531,14263,1090,12874,12600,1,0,213,9,9,0,260,15,0,0,8,6,0
159,1,3146,3285,3020,3100,3165,1026,3340,8,7,19,3,2,2,907,1,0,0,0,0,148904,97355,51063,486,0,40303,34006,5811,486,2794,1,7517,6646,4189,29,0,21230,12523,8195,511,15325,14900,0,0,176,2,1,1,20,18,0,0,15,6,0
160,1,1412,3142,3047,3053,3812,1011,3340,8,4,8,3,3,3,931,1,1,0,0,0,229573,8300,213193,8080,0,19010,2734,15691,584,18903,1,28313,22231,3731,39,0,35956,9422,22167,4365,15955,13875,1,0,91,98,59,39,390,18,0,0,13,7,0
161,1,3111,2049,3107,3165,3092,3026,3364,3,7,24,0,1,0,560,0,0,0,0,0,20620,15943,4677,0,0,13411,11953,1457,0,20056,5,8529,3768,2594,54,0,24899,16674,7321,903,13182,12150,1,0,7,0,0,0,144,18,2,0,24,2,0
162,1,3026,3139,3085,3006,3036,3031,3340,20,4,5,9,5,3,792,2,2,1,1,0,292185,5322,281098,5764,2834,41556,1259,38876,1420,4318,4,13500,24682,8867,18,0,26503,14208,11558,736,20876,16300,2,2,322,4,1,3,444,18,0,0,8,4,0
163,1,1055,3139,3074,3111,3071,1053,3340,6,7,13,2,1,1,662,0,0,0,0,0,183898,1043,179874,2980,804,18854,781,15453,2620,8348,6,27371,9281,5015,20,0,37787,11390,25659,737,15630,12900,2,0,223,25,11,14,165,18,0,0,12,3,0
164,0,3078,3047,3142,3036,3031,0,3363,1,9,8,0,1,0,530,0,0,0,0,0,261046,12069,242257,6718,773,23011,4353,17284,1373,6933,1,15618,3609,3609,38,0,31085,6728,22773,1582,15196,14533,1,0,289,3,1,2,800,18,4,0,14,0,0
165,0,3031,3153,3006,3087,3046,0,3340,7,7,7,2,2,2,510,1,0,0,0,0,159413,23533,119304,16576,800,12758,1663,9766,1328,5060,2,13941,6922,651,12,0,29727,8962,20352,412,14198,13600,0,0,162,36,27,9,186,17,0,0,6,2,0
166,0,2301,3157,3020,0,3116,3151,3364,9,10,10,3,1,3,494,0,0,0,0,0,83438,76651,6147,638,0,30296,29147,565,582,462,1,13769,3264,1179,74,0,24710,12012,12129,568,13690,12900,0,0,59,7,7,0,331,17,2,0,35,4,0
167,0,3157,3152,3100,3111,1052,1026,3363,5,9,7,3,1,1,576,0,0,0,0,0,167622,144346,22759,517,0,20657,17670,2671,315,4410,1,25347,1260,1260,16,0,36048,14784,20282,981,13482,11785,0,0,226,0,0,0,268,17,2,0,12,0,0
168,0,3153,3748,3052,1036,3111,1419,3340,7,10,5,3,1,2,875,0,0,0,0,0,174605,38762,121545,14298,0,15916,6430,8455,1030,21471,1,30324,23219,991,25,0,49633,10609,37457,1566,13263,12325,1,0,60,95,49,46,624,16,0,0,17,2,1
169,1,3142,3814,3006,3071,3134,1055,3363,13,7,15,4,2,3,701,2,0,0,0,0,154817,8601,143840,2376,811,34894,4918,28805,1170,1151,1,11275,16298,8993,20,0,22694,10237,11956,500,14861,11800,3,0,183,18,10,8,316,15,0,0,14,1,0
170,1,3111,3401,3107,2049,3512,1028,3364,1,8,29,0,1,0,334,0,0,0,0,0,39333,16581,11987,10764,0,13103,7924,4865,314,7456,10,48877,3218,798,76,0,28974,11179,16871,924,11353,9925,1,0,47,0,0,0,131,14,3,0,31,3,0
171,1,3285,1056,3165,3020,3102,1052,3340,6,7,14,0,1,0,526,0,0,0,0,0,127182,109575,17123,484,0,25569,23381,1945,242,210,1,14085,2590,1501,21,0,16867,9937,6680,249,12952,11610,0,0,169,1,1,0,340,15,1,0,12,2,0
172,1,3748,2033,3742,3009,3065,1053,3340,6,3,13,2,1,3,716,0,0,0,0,0,120030,4141,115165,724,0,18465,3901,14213,350,12463,1,31097,10393,7509,21,0,36282,12301,22489,1492,13265,11575,3,0,185,7,6,1,328,16,1,0,10,2,0
173,1,1412,3026,3006,3142,3046,3133,3340,9,9,6,4,2,2,528,1,0,0,0,0,170395,5620,156071,8704,385,22353,1712,19879,762,6805,1,13973,10656,3657,23,0,28946,13050,15121,774,13748,12875,1,1,70,80,55,25,497,15,0,0,12,2,0
174,0,1055,3031,3072,3006,3046,0,3340,3,5,15,0,1,0,554,0,0,0,0,0,122347,0,120082,2265,661,20447,0,19111,1335,5221,4,8843,7809,1473,10,0,20041,7822,12203,16,12377,11400,1,0,165,5,3,2,217,15,0,0,6,1,0
175,0,3197,3100,3020,3108,3285,1033,3364,6,5,11,2,1,3,1024,0,0,0,0,0,182073,167984,14025,62,0,31867,30871,996,0,1588,1,11100,2141,2141,16,0,18804,10555,8105,144,13034,13010,0,0,223,7,7,0,104,16,2,0,11,1,0
176,0,2033,3047,3078,3065,3742,3211,3340,14,4,5,6,2,3,723,2,0,0,0,0,95154,32622,60649,1882,313,24921,10545,13796,580,2528,1,30049,3950,2755,32,0,33849,9605,22904,1338,12896,12458,0,0,114,20,4,16,418,15,3,0,16,3,1
177,0,3401,3009,3800,2049,3801,3114,3340,1,9,11,0,1,0,544,0,0,0,0,0,19597,10161,9436,0,0,4925,3516,1408,0,2606,5,16437,207,207,32,0,25366,6727,17993,645,8312,8100,0,0,27,0,0,0,102,13,0,0,17,1,0
178,0,3153,3053,3052,1028,3111,1419,3340,10,12,6,3,2,2,433,2,0,0,0,0,132723,30966,88533,13223,0,22372,8348,11999,2024,16832,1,26698,22295,961,15,0,45542,9235,35612,694,12174,11475,2,0,30,70,50,20,725,15,0,0,9,2,0
179,0,3401,3111,3105,2049,3109,0,3340,2,8,8,0,1,0,719,0,0,0,0,0,28036,10855,12390,4789,0,5480,3006,2473,0,3637,5,35577,0,0,52,0,27802,12440,14990,372,8571,7875,0,0,57,0,0,0,72,13,1,0,21,5,0
180,0,3153,3094,0,3031,3006,1055,3340,3,11,6,2,1,1,649,0,0,0,0,0,122302,2828,105914,13558,562,17512,726,12069,4715,2326,3,9079,2046,2046,21,0,23502,13218,9534,750,11227,11150,1,0,185,4,3,1,155,15,0,0,12,2,0
181,0,3193,1401,3047,3001,3742,0,3340,10,6,7,3,2,4,707,2,0,0,0,0,144568,61110,72422,11034,0,16316,7340,7066,1909,6737,1,46907,9997,0,38,0,33768,16307,16704,756,12401,12300,0,0,53,80,49,31,657,16,3,0,15,4,0
182,0,3020,3165,3285,1026,1052,0,3340,4,10,9,2,1,1,435,0,0,0,0,0,120701,104071,15454,1174,0,16675,14660,840,1174,781,1,10995,2399,1634,11,0,22837,13859,8661,316,10980,9760,1,0,169,6,6,0,1414,15,1,0,5,0,0
183,0,3142,2031,3156,3111,3071,0,3340,7,3,8,3,2,2,1007,1,0,0,0,0,122637,2526,118830,1279,443,21235,1863,19372,0,3575,1,18904,5359,214,13,0,23328,12944,9488,896,11817,10400,0,0,169,2,1,1,229,17,0,0,11,0,1
184,1,1401,3512,3742,3047,1028,1033,3340,6,4,8,3,2,2,1091,1,0,0,0,0,127306,83390,33783,10132,0,14007,8235,3602,2170,5869,1,54979,6248,1759,29,0,23866,4256,17286,2323,12374,10400,0,0,61,65,39,26,931,16,1,0,14,1,0
185,1,3152,3047,3151,3135,3001,0,3340,5,5,5,2,1,1,799,0,0,0,0,0,148483,123412,18350,6720,0,18695,17272,1423,0,2003,1,21030,13546,2458,25,0,23185,5401,16208,1575,12755,12800,1,1,210,12,2,10,567,16,0,0,14,1,0
186,1,3092,3190,2045,3117,1058,3113,3364,3,3,20,0,1,0,1324,0,0,0,0,0,46252,37171,8376,704,0,19962,15929,3424,608,4562,5,10644,1197,992,66,0,15842,3422,10480,1939,12300,9375,1,0,35,0,0,0,350,16,3,0,29,6,0
187,1,3020,3089,3165,3285,3135,0,3340,12,8,10,3,1,4,647,0,0,0,0,0,120652,98537,22115,0,0,26555,24192,2363,0,1590,1,14039,4982,4982,25,0,20712,7971,11645,1094,14313,14375,1,0,156,8,8,0,439,16,1,0,14,3,0
188,1,1055,3031,3153,3094,3006,3087,3340,12,6,9,4,2,4,533,2,0,0,0,0,166858,36065,129212,1580,695,23863,2746,20805,312,5095,2,9249,8179,8179,17,0,23002,7265,14870,865,15362,14200,3,1,230,6,1,5,259,16,0,0,10,2,0
189,1,3153,3031,3046,3006,1055,1029,3340,10,16,5,4,2,2,284,3,0,0,0,0,176808,527,168910,7370,876,24019,527,17980,5511,2647,1,22890,10356,5548,20,0,41540,4864,31774,4901,14950,11450,2,0,191,12,10,2,29,18,0,0,14,0,0
190,1,3157,3152,3136,3158,1082,3116,3340,3,7,14,2,1,1,462,0,0,0,0,0,94855,78041,16562,251,869,15170,14174,954,41,17212,1,16870,1344,713,5,0,31534,4383,24232,2918,12256,10975,0,0,149,0,0,0,194,17,1,0,3,0,0
191,1,3069,3742,2049,3117,3110,3067,3341,6,6,16,3,1,1,385,0,0,0,0,0,23636,15508,7808,318,0,12981,8631,4273,76,2232,4,22295,551,314,45,0,19393,4698,12686,2008,13356,10650,0,0,14,1,1,0,587,16,0,0,19,5,0
192,1,3031,3812,3006,3036,3087,3026,3340,12,6,13,4,2,3,585,2,0,0,0,0,282233,57568,223417,1248,1315,42005,3839,37639,526,13975,3,24919,11966,8360,14,0,29493,2716,19620,7156,20241,16750,3,0,280,36,13,23,177,18,0,0,9,1,0
193,1,0,3812,3026,3046,1412,3047,3364,8,7,14,3,1,2,357,0,0,0,0,0,235149,7318,218068,9763,472,23135,2657,19096,1381,8090,1,22941,5772,3582,31,0,25334,3597,18448,3288,15771,12675,0,1,106,94,68,26,641,18,4,0,8,6,0
194,0,3071,1408,3143,3155,3111,3133,3340,7,4,10,4,2,2,569,1,0,0,0,0,155392,28993,112903,13495,0,18724,4231,13163,1329,10527,1,32416,32627,3462,58,0,34142,5343,28024,775,13676,12650,2,0,73,60,43,17,620,16,3,0,28,2,0
195,0,3401,3190,3111,2049,3109,3075,3340,4,8,19,2,1,1,599,0,0,0,0,0,39606,18188,12630,8787,0,9922,6446,3141,333,6079,5,48009,1548,221,32,0,29326,4299,22927,2099,11903,11275,0,0,53,0,0,0,99,16,1,0,16,1,1
196,0,3153,3031,1055,3087,3085,3006,3340,6,13,10,3,2,2,477,1,0,0,0,0,156201,15960,132658,7582,785,24819,2308,18413,4097,2805,1,15472,8774,8774,13,0,30704,6826,22950,928,14520,13800,3,0,186,7,5,2,277,16,0,0,12,1,0
197,0,3074,3071,3033,3065,1053,3047,3340,18,8,3,7,3,4,811,1,1,0,0,0,168091,2511,154539,11040,729,43626,1759,30826,11040,13447,9,47676,11417,4805,27,0,50284,10604,36747,2932,16642,15125,1,1,189,15,9,6,107,17,1,0,16,1,0
198,0,3153,3134,3142,3156,3111,2140,3340,7,7,8,3,2,3,539,1,0,0,0,0,155666,9159,144806,1700,0,19056,2528,14828,1700,2385,1,15729,13457,3160,8,0,22211,4989,16420,802,13672,12725,0,1,199,6,5,1,106,17,1,0,6,1,0
199,1,3153,3047,3026,3156,3078,3046,3340,26,11,16,8,5,5,512,6,1,1,1,0,278111,4979,254187,18943,1074,58361,4385,44893,9082,19206,1,59282,32279,13666,11,0,69170,28983,38452,1734,24269,25303,5,2,303,3,0,3,11698,18,0,0,7,0,0
200,1,3092,2045,3222,3742,3117,3116,3364,4,9,27,3,1,1,695,0,0,0,0,0,65972,54861,9737,1373,0,14970,11009,3070,889,6580,5,24278,4402,1272,37,0,35144,9436,24184,1522,17008,13600,0,0,41,0,0,0,1955,18,2,0,17,3,0
201,1,3094,3508,3006,3031,3026,3072,3363,15,10,11,5,5,4,583,4,2,1,1,0,283489,3738,275604,4146,1369,54512,739,51236,2537,6019,4,14548,18515,4834,27,0,32365,8457,22698,1210,20831,18200,3,1,245,43,24,19,1087,18,0,0,18,0,0
202,1,3108,3146,3100,3020,3089,3135,3340,4,16,26,0,1,0,277,0,0,0,0,0,171240,62040,108278,921,0,28268,15787,11672,807,18479,3,19977,11602,2341,21,0,46621,13986,31556,1078,16609,16000,1,0,152,14,12,2,2701,18,0,0,13,2,0
203,1,3111,3748,1401,3026,3742,3075,3363,16,10,25,8,2,3,815,3,0,0,0,0,194336,72075,111944,10317,139,37804,15576,18209,4019,27011,1,102324,9386,551,35,0,77508,26644,47784,3079,18825,17100,0,0,65,76,37,39,12124,18,1,0,18,1,1
204,0,1409,3107,3190,3174,3504,3158,3364,6,15,30,2,1,1,405,0,0,0,0,0,367330,24531,10880,331919,0,20336,13264,5020,2051,16029,13,52713,3159,1155,48,0,49796,10217,36284,3294,15156,16000,0,1,32,66,55,11,212,17,0,0,19,5,0
205,0,3026,3147,3006,3094,3031,3072,3340,19,13,20,7,2,3,608,3,0,0,0,0,210778,13202,192862,4714,1212,58625,5379,50476,2770,8502,3,30141,9512,8536,29,0,41153,9593,28845,2714,19536,20050,4,1,240,2,0,2,449,18,0,0,12,7,0
206,0,1052,3165,3151,3102,3116,3157,3363,7,15,24,3,1,1,562,0,0,0,0,0,163668,149493,14115,60,0,53627,51384,2242,0,2090,1,27830,6531,2644,13,0,34840,7706,23945,3187,15415,15385,1,1,179,0,0,0,285,18,0,0,9,0,0
207,0,3190,3401,3193,2045,3111,3109,3341,2,9,37,2,2,1,985,1,0,0,0,0,49093,21977,20245,6870,0,15447,9262,6184,0,9696,5,96018,982,320,55,0,43774,7819,32575,3379,13430,12375,0,0,59,0,0,0,164,18,3,0,24,2,0
208,0,3142,3156,3814,3812,3147,3158,3363,22,13,15,7,2,5,509,4,0,0,0,0,250669,5905,239707,5055,958,58831,4386,50641,3803,8878,1,37408,7433,7433,26,0,42154,12161,24315,5677,20419,18050,1,0,231,1,1,0,429,18,0,0,16,1,0
209,1,3401,3190,2049,3117,1011,2055,3364,1,6,17,0,1,0,591,0,0,0,0,0,26575,12403,6553,7618,0,8639,7293,1346,0,3635,5,34317,1275,538,58,0,25932,11255,14092,584,9787,7700,0,0,38,0,0,0,649,13,2,0,26,1,0
210,1,3812,3142,3071,3047,0,0,3363,10,7,5,4,1,2,586,0,0,0,0,0,103163,13717,88591,854,891,25157,5061,19241,854,959,1,13948,2662,2662,17,0,20588,6985,11932,1669,12286,11150,1,0,142,6,6,0,49,15,2,0,9,2,0
211,1,3086,1042,1038,3072,3006,3085,3363,8,7,7,2,2,3,506,1,0,0,0,0,120233,1450,117938,844,487,17008,870,16050,88,2581,3,12217,14189,12732,24,0,17480,4603,12475,401,12944,11225,4,1,159,29,11,18,139,14,1,0,11,2,0
212,1,3153,3052,0,3053,3111,1419,3340,8,4,4,4,2,2,707,1,0,0,0,0,136057,32928,91830,11298,0,12039,5397,5684,958,15333,1,18785,26233,2627,20,0,30936,8894,21817,225,12149,11075,3,2,72,59,24,35,575,14,0,0,9,2,0
